timestamp,endpoint,status_code,response_time_ms
2026-04-17T10:03:38.125000,/login,200,661
2026-04-17T10:03:41.498000,/login,401,1184
2026-04-17T10:03:42.085000,/login,200,765
2026-04-17T10:03:45.461000,/api/v1/products,502,380
2026-04-17T10:03:49.165000,/api/v1/users,200,874
2026-04-17T10:03:51.850000,/checkout,400,229
2026-04-17T10:03:53.497000,/checkout,500,282
2026-04-17T10:03:58.359000,/api/v1/products,200
2026-04-17T10:04:02.670000,/checkout,301,1102
2026-04-17T10:04:04.701000,/api/v1/products,200,1264
2026-04-17T10:04:07.356000,/login,400,1310
2026-04-17T10:04:08.548000,/api/v1/users,200,1316
17-04-2026 10:04:08,/api/v1/users,404,1445
2026-04-17T10:04:11.340000,/login,201,1376
2026-04-17T10:04:12.350000,/cart,200,1070
2026-04-17T10:04:12.825000,/home,200,248
2026-04-17T10:04:17.022000,/home,401,1393
2026-04-17T10:04:18.296000,/checkout,301,448
2026-04-17T10:04:22.458000,/checkout,301,101
2026-04-17T10:04:25.500000,/login,201,943
2026-04-17T10:04:26.005000,/home,502
2026-04-17T10:04:29.842000,/api/v1/products,401,377
2026-04-17T10:04:31.144000,/cart,500,759
2026-04-17T10:04:31.282000,/cart,200,1192
2026-04-17T10:04:36.099000,/home,200,55
17-04-2026 10:04:37,/login,200,459
2026-04-17T10:04:38.436000,/home,200,1148
2026-04-17T10:04:42.583000,/api/v1/products,200,471
2026-04-17T10:04:46.226000,/checkout,301,495
2026-04-17T10:04:50.064000,/cart,403,952
2026-04-17T10:04:53.874000,/home,201,252
17-04-2026 10:04:57,/cart,200,808
2026-04-17T10:05:00.674000,/api/v1/products,503,654
2026-04-17T10:05:00.976000,/checkout,502,679
2026-04-17T10:05:04.679000,/home,403,1420
2026-04-17T10:05:07.582000,/cart,502,983
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:05:11.790000
2026-04-17T10:05:12.885000,/api/v1/products,404,767
2026-04-17T10:05:13.296000,/api/v1/users,502,822
2026-04-17T10:05:14.225000,/cart,200,642
2026-04-17T10:05:18.068000,/login,200
2026-04-17T10:05:19.071000,/home,200,809
2026-04-17T10:05:23.312000,/checkout,200,395
2026-04-17T10:05:23.921000,/home,200,369
2026-04-17T10:05:24.930000,/api/v1/users,502,1304
17-04-2026 10:05:28,/api/v1/products,200,885
2026-04-17T10:05:33.187000,/api/v1/products,500,1491
2026-04-17T10:05:33.615000,/checkout,503,450
2026-04-17T10:05:36.115000,/home,301,840
2026-04-17T10:05:36.495000,/checkout,200,1070
2026-04-17T10:05:36.687000,/api/v1/products,200,1081
2026-04-17T10:05:38.335000,/login,502,213
2026-04-17T10:05:41.842000,/login,201,1341
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:05:45.694000
2026-04-17T10:05:47.208000,/api/v1/users,201,344
2026-04-17T10:05:49.410000,/cart,201,1299
2026-04-17T10:05:49.640000,/api/v1/users,200,250
2026-04-17T10:05:52.969000,/home,301,781
2026-04-17T10:05:55.300000,/home,OK,175
2026-04-17T10:05:58.550000,/api/v1/users,400,769
2026-04-17T10:06:01.947000,/home,200,599
2026-04-17T10:06:06.456000,/home,200,936
2026-04-17T10:06:10.387000,/api/v1/products,404,908
2026-04-17T10:06:13.052000,/api/v1/users,404,796
2026-04-17T10:06:14.864000,/api/v1/users,201,542
2026-04-17T10:06:16.758000,/login,201,534
2026-04-17T10:06:19.220000,/api/v1/users,200,633
2026-04-17T10:06:21.101000,/api/v1/users,500,670
2026-04-17T10:06:23.143000,/api/v1/users,401,343
2026-04-17T10:06:23.544000,/cart,200,485
17-04-2026 10:06:26,/api/v1/products,200,231
2026-04-17T10:06:26.904000,/checkout,200,1249
2026-04-17T10:06:30.612000,/cart,301,1130
2026-04-17T10:06:32.008000,/login,503,208
2026-04-17T10:06:33.319000,/cart,502,1107
2026-04-17T10:06:36.052000,/cart,301,893
2026-04-17T10:06:38.353000,/home,500,773
2026-04-17T10:06:40.079000,/login,401,541
2026-04-17T10:06:40.969000,/checkout,200,149
2026-04-17T10:06:45.644000,/api/v1/products,201,1134
2026-04-17T10:06:46.230000,/login,200,703
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:06:48.247000
17-04-2026 10:06:52,/home,403,1235
2026-04-17T10:06:57.205000,/api/v1/users,502,1125
2026-04-17T10:06:57.432000,/login,500,627
2026-04-17T10:07:01.735000,/cart,503,657
2026-04-17T10:07:01.760000,/checkout,401,141
2026-04-17T10:07:02.848000,/api/v1/users,200,694
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:07:06.524000
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:07:11.222000
2026-04-17T10:07:14.964000,/login,200,607
2026-04-17T10:07:16.117000,/home,404,889
2026-04-17T10:07:19.459000,/api/v1/products,301,882
2026-04-17T10:07:23.862000,/login,200,1254
2026-04-17T10:07:24.132000,/api/v1/products,301,805
2026-04-17T10:07:25.741000,/checkout,503,830
2026-04-17T10:07:29.633000,/checkout,200,678
2026-04-17T10:07:32.201000,/checkout,503,108
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:07:32.296000
2026-04-17T10:07:32.700000,/login,502,1294
2026-04-17T10:07:35.414000,/api/v1/users,404,1267
2026-04-17T10:07:40.403000,/cart,401,665
2026-04-17T10:07:40.952000,/api/v1/products,401,1205
2026-04-17T10:07:41.001000,/home,401,791
2026-04-17T10:07:42.450000,/login,403,473
2026-04-17T10:07:46.547000,/home,301,1032
2026-04-17T10:07:46.731000,/checkout,502,416
2026-04-17T10:07:51.144000,/api/v1/users,301
2026-04-17T10:07:55.123000,/home,400,200
2026-04-17T10:07:58.463000,/home,301,1358
2026-04-17T10:07:59.665000,/api/v1/users,502,214
2026-04-17T10:08:00.863000,/checkout,200,1228
2026-04-17T10:08:04.551000,/cart,401,224
2026-04-17T10:08:05.750000,/cart,301,115
2026-04-17T10:08:05.913000,/home,401,1245
2026-04-17T10:08:09.763000,/login,301,183
2026-04-17T10:08:10.244000,/api/v1/users,200,1058
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:08:12.248000
2026-04-17T10:08:15.651000,/cart,200,26
2026-04-17T10:08:17.828000,/home,400
2026-04-17T10:08:21.226000,/cart,404,521
2026-04-17T10:08:22.972000,/api/v1/users,403,496
2026-04-17T10:08:26.461000,/api/v1/products,200,798
2026-04-17T10:08:29.822000,/api/v1/products,403,869
2026-04-17T10:08:33.475000,/cart,503,653
2026-04-17T10:08:35.021000,/home,403,254
2026-04-17T10:08:35.496000,/api/v1/users,201,182
2026-04-17T10:08:37.832000,/checkout,200,1032
2026-04-17T10:08:42.377000,/cart,200,599
2026-04-17T10:08:45.523000,/home,201,318
2026-04-17T10:08:46.054000,/api/v1/products,502,119
2026-04-17T10:08:50.425000,/api/v1/products,403,1419
2026-04-17T10:08:54.239000,/home,502,701
2026-04-17T10:08:56.117000,/home,200,355
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:08:57.767000
2026-04-17T10:08:59.107000,/api/v1/products,503,214
2026-04-17T10:09:01.935000,/api/v1/products,403
2026-04-17T10:09:05.403000,/home,200,568
2026-04-17T10:09:06.890000,/api/v1/products,200,1336
2026-04-17T10:09:10.660000,/home,503,333
2026-04-17T10:09:13.602000,/api/v1/users,201,1215
2026-04-17T10:09:15.058000,/checkout,502,799
2026-04-17T10:09:15.116000,/api/v1/products,400,69
2026-04-17T10:09:17.731000,/api/v1/users,503,912
2026-04-17T10:09:21.509000,/api/v1/products,301,55
2026-04-17T10:09:25.457000,/api/v1/products,200,1360
2026-04-17T10:09:28.819000,/api/v1/users,401,130
2026-04-17T10:09:30.664000,/api/v1/products,200,1336
2026-04-17T10:09:35.495000,/home,200,96
2026-04-17T10:09:38.237000,/api/v1/users,201,794
2026-04-17T10:09:38.475000,/login,301,228
2026-04-17T10:09:39.244000,/api/v1/products,200,562
2026-04-17T10:09:39.844000,/checkout,403,1089
17-04-2026 10:09:41,/checkout,200,1311
2026-04-17T10:09:46.303000,/login,503,540
2026-04-17T10:09:51.057000,/login,503,287
2026-04-17T10:09:54.843000,/api/v1/products,200,974
2026-04-17T10:09:58.082000,/home,502,526
2026-04-17T10:09:59.920000,/cart,502,650
2026-04-17T10:10:04.245000,/api/v1/products,404,864
17-04-2026 10:10:09,/login,500,389
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:10:09.365000
2026-04-17T10:10:12.704000,/api/v1/products,403,525
2026-04-17T10:10:17.640000,/login,401,646
2026-04-17T10:10:19.004000,/api/v1/users,401,913
2026-04-17T10:10:21.032000,/api/v1/users,403,184
2026-04-17T10:10:23.697000,/home,400,767
2026-04-17T10:10:24.285000,/api/v1/products,201,380
2026-04-17T10:10:24.554000,/api/v1/users,502,287
2026-04-17T10:10:27.053000,/api/v1/products,200,257
2026-04-17T10:10:29.144000,/api/v1/products,400,1041
2026-04-17T10:10:33.276000,/cart,403,971
2026-04-17T10:10:35.620000,/checkout,200,639
2026-04-17T10:10:39.763000,/home,201,232
2026-04-17T10:10:40.623000,/api/v1/users,403,900
2026-04-17T10:10:42.585000,/api/v1/products,403,187
17-04-2026 10:10:47,/cart,200,162
2026-04-17T10:10:50.101000,/checkout,401,783
2026-04-17T10:10:51.026000,/home,200,754
2026-04-17T10:10:51.440000,/api/v1/products,200,620
2026-04-17T10:10:54.539000,/api/v1/products,200,413
2026-04-17T10:10:54.780000,/login,301,924
2026-04-17T10:10:56.088000,/api/v1/products,301,905
2026-04-17T10:10:56.931000,/api/v1/users,403,1356
2026-04-17T10:10:57.771000,/cart,200,761
2026-04-17T10:11:00.212000,/checkout,201,1081
2026-04-17T10:11:03.854000,/login,400,493
2026-04-17T10:11:05.599000,/login,502,1349
2026-04-17T10:11:07.786000,/api/v1/products,500,1116
2026-04-17T10:11:11.905000,/checkout,400,1283
2026-04-17T10:11:13.174000,/checkout,200,237
2026-04-17T10:11:16.354000,/cart,200,685
2026-04-17T10:11:19.682000,/login,200,810
2026-04-17T10:11:22.236000,/api/v1/users,404,556
2026-04-17T10:11:23.176000,/home,201,288
2026-04-17T10:11:28.099000,/cart,403,1225
2026-04-17T10:11:28.629000,/login,403,249
2026-04-17T10:11:31.559000,/home,301,144
2026-04-17T10:11:34.439000,/api/v1/users,200,555
2026-04-17T10:11:34.917000,/api/v1/users,200
2026-04-17T10:11:35.756000,/api/v1/users,503,218
2026-04-17T10:11:38.714000,/home,200,843
2026-04-17T10:11:42.616000,/login,502,216
2026-04-17T10:11:46.128000,/checkout,201,1472
2026-04-17T10:11:49.183000,/checkout,400,1344
2026-04-17T10:11:51.948000,/cart,200,1181
2026-04-17T10:11:53.029000,/login,301,1086
2026-04-17T10:11:53.686000,/cart,403,250
2026-04-17T10:11:53.779000,/checkout,201,90
2026-04-17T10:11:54.447000,/login,201,719
2026-04-17T10:11:55.959000,/home,200,105
2026-04-17T10:11:57.517000,/home,OK,1327
2026-04-17T10:12:00.415000,/api/v1/users,201,1052
17-04-2026 10:12:02,/login,200,995
2026-04-17T10:12:03.942000,/cart,200,498
2026-04-17T10:12:04.918000,/api/v1/products,301,976
2026-04-17T10:12:08.128000,/login,OK,1308
2026-04-17T10:12:11.170000,/cart,200,874
2026-04-17T10:12:11.205000,/checkout,404,328
2026-04-17T10:12:11.835000,/home,401,1015
2026-04-17T10:12:12.772000,/login,200,67
2026-04-17T10:12:15.016000,/login,403,1155
2026-04-17T10:12:18.313000,/cart,404,26
2026-04-17T10:12:21.154000,/cart,200,400
2026-04-17T10:12:24.544000,/cart,200,714
2026-04-17T10:12:24.598000,/api/v1/users,500,446
2026-04-17T10:12:25.275000,/login,200,174
2026-04-17T10:12:28.616000,/login,500
2026-04-17T10:12:30.826000,/api/v1/products,503,917
17-04-2026 10:12:35,/api/v1/users,200,227
2026-04-17T10:12:39.552000,/api/v1/products,200,346
2026-04-17T10:12:42.798000,/home,502,1086
2026-04-17T10:12:44.811000,/api/v1/products,200,650
2026-04-17T10:12:47.107000,/api/v1/users,OK,1410
2026-04-17T10:12:51.854000,/checkout,301,711
2026-04-17T10:12:52.580000,/api/v1/products,401,926
2026-04-17T10:12:55.284000,/home,500,324
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:12:59.365000
2026-04-17T10:13:01.012000,/checkout,201,1113
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:13:01.749000
2026-04-17T10:13:01.764000,/home,201,475
2026-04-17T10:13:06.696000,/api/v1/users,200,263
2026-04-17T10:13:08.152000,/cart,401,636
2026-04-17T10:13:08.352000,/login,200,227
2026-04-17T10:13:11.167000,/api/v1/products,503,270
17-04-2026 10:13:15,/cart,500,1038
17-04-2026 10:13:18,/home,400,1083
2026-04-17T10:13:18.850000,/api/v1/products,401,107
2026-04-17T10:13:22.631000,/api/v1/products,200,460
2026-04-17T10:13:23.663000,/api/v1/users,200,704
2026-04-17T10:13:26.539000,/home,502
2026-04-17T10:13:28.942000,/login,400,532
2026-04-17T10:13:31.206000,/api/v1/users,400,1333
2026-04-17T10:13:34.012000,/login,400,454
17-04-2026 10:13:36,/api/v1/products,401,496
2026-04-17T10:13:41.856000,/api/v1/products,503,418
2026-04-17T10:13:42.765000,/checkout,200
2026-04-17T10:13:45.246000,/login,200,491
2026-04-17T10:13:46.850000,/home,200,953
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:13:49.961000
2026-04-17T10:13:50.659000,/api/v1/users,201,457
17-04-2026 10:13:54,/login,403,325
2026-04-17T10:13:57.208000,/home,201,1140
2026-04-17T10:13:59.551000,/cart,502,1447
2026-04-17T10:14:00.304000,/cart,400,143
2026-04-17T10:14:04.598000,/checkout,200,870
2026-04-17T10:14:06.495000,/cart,201,548
2026-04-17T10:14:11.076000,/home,400,548
2026-04-17T10:14:13.669000,/login,400,554
2026-04-17T10:14:16.973000,/api/v1/products,502,284
2026-04-17T10:14:21.222000,/api/v1/products,400,827
2026-04-17T10:14:25.276000,/checkout,400,210
2026-04-17T10:14:27.890000,/cart,200,725
2026-04-17T10:14:27.965000,/api/v1/products,201,582
2026-04-17T10:14:28.293000,/checkout,403,912
2026-04-17T10:14:31.019000,/home,404,434
2026-04-17T10:14:32.665000,/api/v1/users,200,1000
2026-04-17T10:14:34.625000,/checkout,200,64
2026-04-17T10:14:35.911000,/login,403,999
2026-04-17T10:14:39.656000,/api/v1/products,301,280
2026-04-17T10:14:41.447000,/login,400,1468
2026-04-17T10:14:42.841000,/api/v1/users,403,597
2026-04-17T10:14:46.781000,/checkout,400,490
2026-04-17T10:14:51.050000,/login,OK,1013
2026-04-17T10:14:55.024000,/api/v1/users,502,175
2026-04-17T10:14:57.769000,/api/v1/products,200,848
2026-04-17T10:15:02.043000,/cart,200,1348
2026-04-17T10:15:05.771000,/login,401,206
2026-04-17T10:15:08.276000,/api/v1/products,401,310
17-04-2026 10:15:09,/checkout,200,1006
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:15:10.151000
2026-04-17T10:15:10.941000,/login,401,732
2026-04-17T10:15:11.625000,/home,200,208
2026-04-17T10:15:14,/checkout,301,1280
2026-04-17T10:15:17.211000,/checkout,301,1403
2026-04-17T10:15:17.229000,/login,301,1263
2026-04-17T10:15:17.368000,/login,401,1461
2026-04-17T10:15:22.044000,/checkout,401,456
2026-04-17T10:15:22.946000,/api/v1/products,301,354
2026-04-17T10:15:26.310000,/home,201,490
2026-04-17T10:15:30.194000,/checkout,401,904
2026-04-17T10:15:31.443000,/home,500,642
2026-04-17T10:15:33.583000,/login,503,753
2026-04-17T10:15:34.142000,/api/v1/users,503,526
2026-04-17T10:15:36.100000,/cart,503,110
17-04-2026 10:15:39,/api/v1/users,200,1235
2026-04-17T10:15:40.861000,/api/v1/products,400,1479
2026-04-17T10:15:41.369000,/home,301,372
2026-04-17T10:15:45.617000,/home,301,1306
2026-04-17T10:15:48.715000,/api/v1/users,401,688
2026-04-17T10:15:50.562000,/checkout,201,688
2026-04-17T10:15:51.126000,/api/v1/users,200,649
2026-04-17T10:15:55.497000,/api/v1/products,OK,1187
2026-04-17T10:15:56.146000,/checkout,200,333
2026-04-17T10:15:59.305000,/login,201,1064
2026-04-17T10:16:00.310000,/home,502,238
2026-04-17T10:16:05.137000,/login,404,379
2026-04-17T10:16:05.407000,/home,301,36
2026-04-17T10:16:07.639000,/checkout,403,516
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:16:10.762000
2026-04-17T10:16:15.239000,/checkout,301,859
2026-04-17T10:16:16.763000,/home,500,620
17-04-2026 10:16:19,/api/v1/products,401,486
2026-04-17T10:16:20.406000,/api/v1/users,503,100
2026-04-17T10:16:24.786000,/api/v1/products,502,606
2026-04-17T10:16:26.505000,/login,301,115
2026-04-17T10:16:29.516000,/api/v1/users,200,1246
2026-04-17T10:16:32.316000,/home,503,1372
2026-04-17T10:16:33.344000,/home,503,1091
2026-04-17T10:16:34.970000,/api/v1/products,404,62
2026-04-17T10:16:39.047000,/api/v1/users,201,460
2026-04-17T10:16:43.174000,/api/v1/products,500,1339
2026-04-17T10:16:47.653000,/cart,401,589
2026-04-17T10:16:49.008000,/api/v1/users,200,573
2026-04-17T10:16:52.223000,/home,200,178
2026-04-17T10:16:54.324000,/api/v1/products,403
2026-04-17T10:16:57.040000,/home,400,863
2026-04-17T10:16:58.840000,/cart,200,629
2026-04-17T10:17:02.450000,/api/v1/users,404,601
2026-04-17T10:17:04.153000,/api/v1/products,301,359
2026-04-17T10:17:07.309000,/home,200,1181
2026-04-17T10:17:11.951000,/home,403,498
2026-04-17T10:17:12.158000,/api/v1/products,404,527
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:17:17.123000
2026-04-17T10:17:17.325000,/api/v1/users,200,935
2026-04-17T10:17:21.584000,/cart,503,285
2026-04-17T10:17:21.723000,/api/v1/users,OK,164
17-04-2026 10:17:25,/cart,200,307
2026-04-17T10:17:27.555000,/checkout,503,589
2026-04-17T10:17:30.856000,/checkout,403,921
2026-04-17T10:17:33.277000,/api/v1/products,200,645
2026-04-17T10:17:33.945000,/login,200,494
2026-04-17T10:17:34.321000,/api/v1/users,401,1165
2026-04-17T10:17:36.506000,/cart,503,1323
2026-04-17T10:17:40.430000,/home,200,359
2026-04-17T10:17:42.887000,/api/v1/users,401,709
2026-04-17T10:17:47.303000,/checkout,503,206
2026-04-17T10:17:51.639000,/cart,404,185
2026-04-17T10:17:53.412000,/checkout,301,787
2026-04-17T10:17:58.298000,/home,500,76
2026-04-17T10:18:01.926000,/home,201,1497
2026-04-17T10:18:06.364000,/home,200,1392
17-04-2026 10:18:07,/login,200,872
2026-04-17T10:18:12.359000,/cart,503,322
2026-04-17T10:18:14.171000,/home,200,294
2026-04-17T10:18:15.129000,/login,502,801
2026-04-17T10:18:16.066000,/api/v1/users,201,496
2026-04-17T10:18:19.343000,/home,201,1206
2026-04-17T10:18:23.859000,/login,401,1265
2026-04-17T10:18:26.511000,/api/v1/products,200,23
2026-04-17T10:18:26.746000,/api/v1/users,502,1030
2026-04-17T10:18:28.277000,/cart,400,459
2026-04-17T10:18:29.097000,/api/v1/users,200,21
2026-04-17T10:18:32.538000,/login,404,886
2026-04-17T10:18:35.267000,/api/v1/products,401,1049
2026-04-17T10:18:39.514000,/api/v1/products,201,1330
2026-04-17T10:18:42.796000,/home,404
2026-04-17T10:18:43.648000,/cart,404,882
2026-04-17T10:18:47.118000,/api/v1/users,404,106
2026-04-17T10:18:51.713000,/checkout,200,718
2026-04-17T10:18:54.027000,/checkout,401,224
2026-04-17T10:18:55.736000,/api/v1/users,403,1397
2026-04-17T10:19:00.734000,/cart,200,1432
2026-04-17T10:19:02.424000,/login,200,1063
2026-04-17T10:19:06.895000,/api/v1/users,401
2026-04-17T10:19:10.432000,/api/v1/users,200,329
2026-04-17T10:19:13.797000,/checkout,400,981
2026-04-17T10:19:15.819000,/checkout,301,223
2026-04-17T10:19:17.675000,/cart,500,194
2026-04-17T10:19:19.011000,/home,500,337
2026-04-17T10:19:19.746000,/api/v1/products,502,663
2026-04-17T10:19:22.692000,/api/v1/users,200,910
2026-04-17T10:19:24.849000,/api/v1/products,OK,1406
17-04-2026 10:19:29,/checkout,503,1248
2026-04-17T10:19:33.793000,/api/v1/products,503,1357
2026-04-17T10:19:37.838000,/api/v1/products,401,600
2026-04-17T10:19:42.558000,/login,200,350
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:19:45.045000
2026-04-17T10:19:48.750000,/cart,401,778
2026-04-17T10:19:49.375000,/checkout,201,1272
2026-04-17T10:19:53.447000,/login,404,583
2026-04-17T10:19:55.507000,/api/v1/users,503,55
2026-04-17T10:19:59.048000,/home,401,678
2026-04-17T10:20:01.118000,/home,301,696
2026-04-17T10:20:04.701000,/cart,301,1500
2026-04-17T10:20:05.460000,/login,301,1427
2026-04-17T10:20:07.940000,/cart,401,880
2026-04-17T10:20:11.779000,/cart,200,769
2026-04-17T10:20:11.937000,/api/v1/products,200,999
2026-04-17T10:20:16.362000,/cart,502,768
2026-04-17T10:20:16.467000,/api/v1/users,400,621
2026-04-17T10:20:21.322000,/login,401,1028
2026-04-17T10:20:24.052000,/home,502,239
2026-04-17T10:20:24.291000,/api/v1/products,200,973
2026-04-17T10:20:25.289000,/login,503,683
2026-04-17T10:20:26.984000,/home,OK,119
2026-04-17T10:20:31.448000,/home,201,443
2026-04-17T10:20:35.555000,/login,200,62
2026-04-17T10:20:36.307000,/api/v1/users,404,1476
2026-04-17T10:20:38.693000,/home,201,209
2026-04-17T10:20:41.727000,/login,200,22
2026-04-17T10:20:44.731000,/api/v1/users,301,1194
2026-04-17T10:20:46.214000,/api/v1/products,400,845
2026-04-17T10:20:50.839000,/api/v1/products,500,38
2026-04-17T10:20:55.582000,/checkout,200,205
2026-04-17T10:20:59.490000,/api/v1/products,200,879
2026-04-17T10:21:02.910000,/api/v1/products,503,1417
2026-04-17T10:21:04.085000,/login,404,1304
2026-04-17T10:21:07.324000,/api/v1/users,201,674
2026-04-17T10:21:11.535000,/cart,500,1480
2026-04-17T10:21:14.326000,/home,301,947
2026-04-17T10:21:18.111000,/checkout,201,1097
2026-04-17T10:21:21.378000,/api/v1/products,200,1420
2026-04-17T10:21:23.922000,/api/v1/users,200,540
ERROR: CONNECTION RESET BY PEER at 2026-04-17T10:21:28.502000
2026-04-17T10:21:28.703000,/checkout,200,1187
2026-04-17T10:21:31.772000,/api/v1/users,200,246
2026-04-17T10:21:36.678000,/api/v1/products,201,350
2026-04-17T10:21:37.691000,/checkout,201,183
2026-04-17T10:21:41.241000,/cart,503,209
17-04-2026 10:21:44,/api/v1/users,201,1302
2026-04-17T10:21:46.574000,/api/v1/users,404,1495
2026-04-17T10:21:47.568000,/cart,400,63
2026-04-17T10:21:50.189000,/api/v1/products,200,1097
2026-04-17T10:21:54.489000,/home,500,1099
2026-04-17T10:21:59.291000,/checkout,200,426
2026-04-17T10:21:59.676000,/checkout,200,563
2026-04-17T10:22:02.256000,/cart,403,1471
2026-04-17T10:22:06.253000,/cart,301,1479
